farm;EBIT;N_reduction;farmN;NLRedFSM;NLRedEoFM;P_reduction;farmP;PLRedFSM;PLRedEoFM;SOLVER;FEASIBILITY
WA52;0.0;0.9000000000000002;450.82263661113865;4057.403729500259;0.0;0.7000000000000001;63.48684496878476;148.13597159383113;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA53;0.0;0.9;241.999370977741;2177.99433879967;0.0;0.7;32.084226605748604;74.8631954134134;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA54;40512.0492537404;0.0;121.95835732707718;0.0;0.0;0.0;0.09648298892999999;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA55;791478.1642902113;0.02600000000000007;2093.234353778579;55.87689240066038;0.0;0.30538753038936317;60.39165776382596;15.493233830867283;11.05805919580774;Gams_optimisation_COUENNE.opt;FEASIBLE
WA56;223275.07192871952;0.024999999999999956;12213.93419988451;313.17779999703816;0.0;0.21989999999999993;492.0630738642446;138.70615298390896;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA57;0.0;0.9000000000000002;102.83816865373775;925.5435178836424;0.0;0.7000000000000001;3.857012508814499;8.999695853900501;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA58;275427.6894625101;0.02600000000000003;2930.6207092561626;78.23012160232065;0.0;0.2989653139112046;42.04950414921448;10.688802976634598;7.2437522267581205;Gams_optimisation_COUENNE.opt;FEASIBLE
WA59;1.649482100951543e-05;0.9;110.86085589811877;997.7477030830693;0.0;0.7;5.996377149879661;13.99154668305254;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA61;80968.24629432;0.025000000000000147;6133.336497197973;157.2650383896926;0.0;0.2199000000000001;215.10460876307977;60.635179421870646;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA62;-72201.71377385991;0.9049994595793532;1053.4060992794841;9979.579959794515;55.436118475461726;0.7657031480428645;36.53738989874229;109.16140236403498;10.24606825727271;Gams_optimisation_COUENNE.opt;FEASIBLE
WA64;0.0;0.9000000000000001;166.1030191468569;1494.9271723217144;0.0;0.7000000000000001;8.769156968140802;20.461366258995206;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA65;0.0;0.9;8.867014264105729;79.80312837695158;0.0;0.7;0.3704105180261401;0.86429120872766;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA66;206090.4484965122;0.21065839794666777;5718.2739991908065;0.0;1526.0850771783225;0.26463443997041897;67.63288882176593;0.0;24.338903845605255;Gams_optimisation_COUENNE.opt;FEASIBLE
WA67;0.0;0.9;263.9258991831275;2375.3330926481485;0.0;0.6999999999999998;56.00682450110041;130.6825905025676;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA68;125631.8085712409;0.02600000000000004;1791.343539380835;47.81820536334885;0.0;0.1782;17.294168924760342;3.7500862769436516;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA69;-1.381080358578451e-11;0.9;192.59193558247648;1733.3274202422883;0.0;0.7;15.065918150539503;35.1538090179255;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA70;816355.9466240136;0.0;2854.5380050813983;0.0;0.0;0.30797437151140405;255.8848972067963;0.0;113.87727152336521;Gams_optimisation_COUENNE.opt;FEASIBLE
