farm;EBIT;N_reduction;N_KgHa;farmN;NLRedFSM;NLRedEoFM;P_reduction;P_KgHa;farmP;PLRedFSM;PLRedEoFM;SOLVER;FEASIBILITY
WA43;181035.96236723903;0.4040367536486082;39.895329204924295;6194.112838738202;2265.7716010372123;1933.5632714044618;0.04349999999999992;0.42497294989051254;65.98091700189207;3.000700355025927;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA44;2.6066579202091105e-05;0.9;3.6356400003794977;348.29757226016983;3134.6781503415305;0.0;0.7;0.2723700000284309;26.093290247797505;60.884343911527495;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA45;91116.88474491682;0.0;3.0634000000705846;265.9065891228228;0.0;0.0;0.0;0.4031000000092879;34.9895364873702;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA46;274940.57695723284;0.0;12.829800000000002;3342.04914714426;0.0;0.0;0.0;0.5258;136.96623809945999;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA47;345097.4786291099;0.2189525187622937;39.12259021219728;5031.676832593064;1236.9055339976803;173.63395631384122;0.06249999999999993;0.5555624997408214;71.45260433527875;4.763506955685244;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA48;0.0;0.9;1.9319400004440843;756.4209016783623;6807.7881151052625;0.0;0.7;0.27207000006253934;106.52475476445031;248.55776111705066;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA49;69904.74958795383;0.025999999999999995;34.946145999251115;1630.7136626961928;43.530344178748464;0.0;0.48006300346700603;0.5613239814449912;26.193408731280044;8.977367386892432;15.207267579315925;Gams_optimisation_COUENNE.opt;FEASIBLE
WA50;0.0;0.9;1.6187499999999997;138.11236395949996;1243.0112756355;0.0;0.7;0.25014000000000003;21.3420396730992;49.7980925705648;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA51;656.1759980087539;0.0;20.9299;13.0832012493986;0.0;0.0;0.0;0.2915;0.18221554638100002;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA52;0.0;0.9000000000000002;1.9319800000910687;450.82263661113865;4057.403729500259;0.0;0.7000000000000001;0.27207000001282533;63.48684496878476;148.13597159383113;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA53;105153.75456109997;0.0;10.793500000288843;2419.993709777411;0.0;0.0;0.0;0.47700000001276494;106.94742201916202;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA54;40512.0492537404;0.0;3.160100000163764;121.95835732707718;0.0;0.0;0.0;0.002500000000129556;0.09648298892999999;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA55;893461.132129651;0.0;4.787999999253297;2149.1112461792395;0.0;0.0;0.0;0.19369999996979195;86.942950790501;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA56;0.0;0.9;2.9220100001226825;1252.7111999881547;11274.400799893396;0.0;0.7;0.4413900000185323;189.23076805444606;441.5384587937074;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA57;61612.83275755228;0.1919999296185384;36.45793277569601;830.9324751012093;197.44921143617069;0.0;0.06249996962125059;0.5288437671366525;12.053164480616033;0.8035438820989658;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA58;309960.25015004573;0.0;19.322600010671582;3008.8508308584833;0.0;0.0;0.0;0.38520000021274026;59.9820593526072;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA59;63968.022948129306;0.0;18.291999999698177;1108.6085589811876;0.0;0.0;0.0;0.32979999999455833;19.9879238329322;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA61;0.0;0.9;4.046210001665654;629.0601535587664;5661.541382028898;0.0;0.6999999999999998;0.5320800002190351;82.72193645548515;193.01785172946526;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA62;718197.2237908128;0.24462933899710662;32.70966466566303;8375.868789734677;1164.2843286426923;1548.2690591720886;0.024999999999999967;0.5937750001159414;152.04623900704877;3.8986215130012454;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA64;0.0;0.9;4.073229999999999;166.10301914685706;1494.927172321714;0.0;0.7;0.21504;8.769156968140802;20.461366258995202;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA65;4343.065445614981;0.0;20.926900000000003;88.67014264105731;0.0;0.0;0.0;0.2914;1.2347017267538;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA66;275221.54218720016;0.0;37.5876999992199;7244.359076369129;0.0;0.0;0.0;0.47719999999009605;91.97179266737118;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA67;0.0;0.9;1.596510000579445;263.9258991831275;2375.3330926481485;0.0;0.6999999999999998;0.3387900001229623;56.00682450110041;130.6825905025676;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA68;128850.91288089223;0.0;28.4121;1839.1617447441838;0.0;0.0;0.0;0.3251;21.044255201703997;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA69;163569.17815000002;0.0;12.068699996218598;1925.919355824765;0.0;0.0;0.0;0.3146999999013972;50.219727168465;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA70;615673.5100125838;0.5826071660342425;3.1236427513939446;1191.4637076038853;1427.2690025407026;235.80529493681138;0.40756134179599374;0.5743100352343562;219.0614030971002;46.33119974188929;104.36956589117196;Gams_optimisation_COUENNE.opt;FEASIBLE
WA71;141437.2466938703;0.0;7.792899999819117;2350.1200833892103;0.0;0.0;0.0;0.2816999999934613;84.9528195525081;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA72;98768.81626855406;0.0;14.902400001082576;1435.9925918059487;0.0;0.0;0.0;0.40580000002947914;39.1028152347846;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA73;-55277.19528700065;0.9042044466937588;1.3753559177296553;285.5804357290915;2683.030509093963;12.534065281348738;0.7485792615070784;0.9199736240865315;191.0243487079288;531.8457216261609;36.90953198899731;Gams_optimisation_COUENNE.opt;INFEASIBLE
WA74;292496.556801827;1.2766205786157823e-16;31.76029999688502;7124.236574339711;9.094947017729282e-13;0.0;0.11292477662111762;0.5501640534856241;123.40874840960848;0.0;15.70994767970712;Gams_optimisation_COUENNE.opt;FEASIBLE
WA75;2.594366720395214e-05;0.9;3.257090000170844;310.47593638009414;2794.283427420848;0.0;0.7;0.503340000026402;47.97993233762551;111.95317545445948;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA76;960050.9977467721;0.0;34.72459999709312;10785.028816325303;0.0;0.0;0.0;0.445799999962681;138.4599346376292;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA77;0.0;0.9;1.6185100001393717;150.36437303956805;1353.2793573561128;0.0;0.7000000000000001;0.2501100000215373;23.23595982782088;54.21723959824872;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA78;593366.5660735439;0.3349690807699757;36.964546600077504;8464.45475580108;2443.7590285207225;1819.6978225569626;0.06249999999999994;0.3590625001003544;82.22117044979251;5.481411363319496;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA79;17372.586535348888;0.0;14.9032;252.59232337768;0.0;0.0;0.0;0.40579999999999994;6.8778493764199995;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA80;0.0;0.9;4.073699999999999;198.35625645750895;1785.206308117581;0.0;0.7;0.21507000000000004;10.472170281639901;24.435063990493095;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA81;0.0;0.8999999999999999;1.3665400000314747;118.65985623122982;1067.9387060810689;0.0;0.6999999999999998;0.37992000000875076;32.98933992372625;76.97512648869454;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA83;156680.402484648;0.0;23.363999995930143;3487.2927285501364;0.0;0.0;0.0;0.3482999999393283;51.986990984164194;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA84;95922.08347987922;0.25999998862437207;38.9375425985662;1499.5664478688968;526.874666748477;0.0;0.08749999580093036;0.48015750220955045;18.491872674894772;1.773193176941227;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA85;0.0;0.9;4.07333;38.96484724278021;350.68362518502187;0.0;0.7;0.21503999999999995;2.0570395109376003;4.7997588588544;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA86;861042.3304860548;0.0;21.27210000061914;7308.492531917689;0.0;0.0;0.0;0.38410000001117955;131.965907527211;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA87;-789.4439000017436;0.9;1.9318799996088285;333.9348422326721;3005.41358009405;0.0;0.7;0.27203999994491684;47.023435451982614;109.7213493879594;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA88;750697.9596498478;0.0;35.214000003624946;8552.052342168752;0.0;0.0;0.0;0.4857000000499981;117.9568303115625;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA89;115455.13123267198;0.0;34.89330000602776;3837.7953466990525;0.0;0.0;0.0;0.2909000000502525;31.995101247367103;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA91;131245.41898000002;0.0;14.901999998719802;1908.116325338478;0.0;0.0;0.0;0.4057999999651386;51.960381480496196;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA92;12732.93454839791;0.0;14.9042;185.145563859672;0.0;0.0;0.0;0.4058;5.040999839928;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA93;-23525.06235037233;0.8999999999999999;1.9318199991939438;212.97358950440628;1916.7623055396568;0.0;0.7539471392229142;0.22312073405956373;24.597956147752203;69.97914695666104;5.393106833673958;Gams_optimisation_COUENNE.opt;FEASIBLE
WA94;0.0;0.9000000000000001;6.619539999999999;79.57125154537658;716.1412639083894;0.0;0.6999999999999998;0.17466000000000004;2.0995287882414004;4.898900505896599;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA97;75480.3160651789;0.0;20.974799998541496;1508.196978897378;0.0;0.0;0.0;0.29239999997966765;21.025077551613997;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA99;232537.95879221734;0.13155260476587885;39.18495438662529;3165.3601870600396;383.0736985172539;96.41576729857613;0.02500000000000004;0.5499000000068074;44.4209159901429;1.1389978459011019;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA101;19388.541910850003;0.0;14.901500000720919;616.0306125767779;0.0;0.0;0.0;0.4058000000196323;16.775842873781603;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA102;118893.63177712803;0.0;20.972799990504583;2362.485299825107;0.0;0.0;0.0;0.29219999986770673;32.9149281263778;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA103;36009.07224540641;0.0;20.976199993885114;719.557120959782;0.0;0.0;0.0;0.2923999999147609;10.030344016964;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA104;0.0;0.9;0.4769099998203086;70.88165056010303;637.9348550409272;0.0;0.6999999999999998;0.3713399998600857;55.19110968314497;128.77925592733823;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA105;0.0;0.9;1.618610000353783;385.07972233073673;3465.71750097663;0.0;0.6999999999999998;0.2501400000546737;59.510222810813296;138.8571865585643;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA106;27899.415601287757;0.0;5.019200000000001;136.61731383697602;0.0;0.0;0.0;0.1469;3.998462584207;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA107;42553.34540325001;0.0;14.9012;618.630156607716;0.0;0.0;0.0;0.40580000000000005;16.846973233794003;0.0;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
Total;14712512.559540812;0.40890718451354213;16.881304462809236;221486.94394073702;140804.9993961468;12415.612122841345;0.4863568733405041;0.3746306728916024;5531.7997968918835;4968.805281794058;269.1288275540252;;
